Title,Instructor,Rating,Reviews,Time,Duration,Venue,Location,Tags,Price
Mind Body Bootcamp,Romina Abello,4.8,"16,890",7:30 pm,50,Circuit of Change - Union Square,Union Square,Strength Training,9
Kickboxing Level I,John State,4.8,"3,746",7:30 pm,60,Throwdown NYC,Flatiron,Boxing,7
Full Body Abs & Core,Veronika Cohen,4.8,"27,245",7:30 pm,50,Liftonic,Greenwich Village,"Arms, Strength Training",9
BK Lit Flow,Alicia Ferguson,none,none,7:30 pm,60,BK Yoga Club,DUMBO,Yoga,5
SHADOWBOX - STANDARD,Kat,4.9,"3,622",7:30 pm,45,Shadowbox,DUMBO,"Cardio, Arms, Boxing",18
Heated Flow (Candlelit),Tess Koenig,4.8,"14,397",7:30 pm,65,Yoga Vida,DUMBO,"Flexibility, Balance, Arms, Yoga",10
Flywheel: Method 45,Nick Rivera,4.8,"50,974",7:30 pm,45,Flywheel Sports: Stadium Cycling,Chelsea,"Cardio, Cycling",14
WE HEART ARIANA GRANDE,MICHAEL,4.7,"27,426",7:30 pm,45,The Monster Cycle,Chelsea,,8
SLIDE,Janeil Mason,4.8,"10,681",7:30 pm,50,Brrrn,Flatiron,"Pilates, Strength Training",8
Exhale Barre+Cardio,Kate Havlicek,4.8,"38,129",7:30 pm,60,exhale,Flatiron,"Flexibility, Balance, Core, Abs, Strength Training, Barre",11
Hard Knocks,Bryan D,4.7,"14,777",7:30 pm,45,Crunch Gym,Chelsea,"Cardio, Flexibility, Balance, Dance",3
Flywheel: Method 45,Sarah Ballan,4.8,"60,749",7:30 pm,45,Flywheel Sports: Stadium Cycling,Flatiron,"Cardio, Cycling",15
STRENGTH,Mallory Creveling,4.8,"31,814",7:30 pm,45,Uplift Studios,Flatiron,Strength Training,9
"POP/ARIANA: ""7 Rings"" (ALL LEVELS)",Alistair Williams,4.9,"4,389",7:30 pm,55,Broadway Bodies,Chelsea,,9
DASH CORE,Ryan McCann,4.9,"73,291",7:30 pm,45,Mile High Run Club,NoMad,"Cardio, Strength Training, Running",15
Adv. Beg. Hip Hop,Richard James,4.8,"2,871",7:30 pm,90,PMT Dance Studio,Union Square,"Cardio, Flexibility, Balance, Dance",5
Open (All Levels) Contemporary Dance,Vivake Khamsingsavath (Vive),4.8,"2,871",7:30 pm,90,PMT Dance Studio,Union Square,"Cardio, Flexibility, Balance, Dance",5
Muse,none,4.7,"1,320",7:30 pm,30,HACKD Fitness,Chelsea,"Relaxation, Meditation",7
Juvent Vibe Plate,none,4.7,"1,320",7:30 pm,30,HACKD Fitness,Chelsea,Sports recovery,4
Kemetic Yoga,none,4.6,57,7:30 pm,45,Cornerstone Gym,Chelsea,"Flexibility, Balance, Arms, Yoga",10
Body,Ben Lichter,4.7,"25,778",7:30 pm,45,Row House,Chelsea,"Cardio, Arms, Core, Abs, Strength Training, Rowing, Boxing",8
Intermediate Level Reformer,Bianca Falco,4.8,"13,355",7:30 pm,55,Brooklyn Heights Pilates,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Pilates",9
Women Only Krav Maga,Viktoria Makarova,4.9,"3,486",7:30 pm,60,Krav Maga Academy,Chelsea,Martial Arts,9
Exhale Barre+Cardio,Gabby Muzzarelli,4.8,"23,874",7:30 pm,60,exhale,NoMad,"Flexibility, Balance, Core, Abs, Strength Training, Barre",11
Bikram Hot Yoga 60,none,4.6,703,7:30 pm,60,Hot on Yoga,,"Flexibility, Balance, Arms, Yoga",5
Crossfit Fundamentals,Ixchel Avirama,4.7,959,7:30 pm,60,CrossFit NYC,Flatiron,Strength Training,9
Classic Wine Down Wednesday (45 Mins),Stacey Lawrence,4.8,"2,141",7:30 pm,45,CycleBar,Jersey City,"Cardio, Cycling",7
Barre Xpress,Claire Crause,4.9,"13,936",7:30 pm,50,Xtend Barre,Brooklyn Heights,"Flexibility, Balance, Core, Abs, Barre",9
Boot Camp,Alex Fell,5,"10,899",7:30 pm,60,Warrior Fitness Boot Camp,Williamsburg,Strength Training,10
Cardio Party,Samer A,4.8,"12,580",7:30 pm,45,Prime Cycle,Hoboken,"Cardio, Cycling",6
Cycle Classic,Roshi Trainer,4.5,57,7:30 pm,55,Soma Health Club,,"Cardio, Cycling",8
Pure Barre,Norby Duran,4.9,"16,122",7:30 pm,50,Pure Barre,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",14
Vita SGX Conditioning,Sage DoVale,5,361,7:30 pm,50,Vita Athletics,,Strength Training,4
CRAG Level 1 - Intro,Jenn C,4.8,"1,876",7:30 pm,30,CRAG,Jersey City,Strength Training,4
Flywheel: Method 45,Bo Pratt,4.9,"41,769",7:30 pm,45,Flywheel Sports: Stadium Cycling,Williamsburg,"Cardio, Cycling",15
"HTB (Hips, Thighs, & Buns)",Jasmine Brown,4.8,"13,313",7:30 pm,60,Body by Simone,Chelsea,"Cardio, Flexibility, Balance, Dance",15
Ringwork,Dan Halen,4.9,"24,124",7:30 pm,45,Overthrow Boxing Club,Williamsburg,"Cardio, Arms, Boxing",8
Inferno Hot Pilates w/Bands,Jill Kolodzieski,4.7,"2,947",7:30 pm,60,Yoga & Fitness Herald Square,Garment District,Pilates,7
Fighter FIT Training,Jeff Hunter,4.9,"3,768",7:30 pm,45,Everlast Lab,Hoboken,"Arms, Boxing",5
Hot Vinyasa on the 4th floor,none,4.8,"3,264",7:30 pm,60,Yoga to the People - 38th Street,Murray Hill,"Flexibility, Balance, Arms, Yoga",2
Open,Austin Sanderson,4.8,"3,496",7:30 pm,95,Jivamukti Yoga Jersey City,Jersey City,"Flexibility, Balance, Arms, Yoga",4
Pure Barre,Aubrey Pritchett,4.9,"6,219",7:30 pm,50,Pure Barre,Greenpoint,"Flexibility, Balance, Core, Abs, Barre",9
P90X LIVE,none,4.7,501,7:30 pm,55,Elite Fitness Studio,Carroll Gardens,Strength Training,4
KILLER MOVES: My Chick Bad LUDACRIS,Meliza Fernandez,4.9,"5,333",7:30 pm,60,Killer Bodies,Garment District,Cycling,7
Queens & Heels Pole Choreo (Level 1),Neisha,3.7,20,7:30 pm,60,Alter Ego Pole Fitness and Wellness Studio,Hoboken,"Cardio, Flexibility, Balance, Dance",3
Pilates Reformer & Chair,Mary Burns,4.6,"12,120",7:30 pm,60,Pilates on Fifth,Midtown East,"Flexibility, Balance, Core, Abs, Pilates",9
Boxing,Joel Vasquez,4.9,"21,594",7:30 pm,60,Title Boxing Club,Hell's Kitchen,"Cardio, Arms, Boxing",9
SHAKTIBARRE,Joanna Wronska,4.9,"18,014",7:30 pm,55,SHAKTIBARRE,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",6
Adult: Zumba,Daniel Matthews,4.8,"5,590",7:30 pm,60,Mark Morris Dance Center,Fort Greene,"Cardio, Flexibility, Balance, Dance",10
Gentle Flow & Restore (Level 1),Tania Nunez,4.9,"4,817",7:30 pm,75,usha veda yoga,Greenpoint,"Flexibility, Balance, Arms, Yoga",4
Level 1,Mimi Visser,4.8,"1,454",7:30 pm,90,Iyengar Yoga Institute of Brooklyn,Boerum Hill,"Flexibility, Balance, Arms, Yoga",7
BIX (Off Peak),Katie Flaherty,4.8,"24,406",7:30 pm,60,BRICK Grand Central,Midtown East,"Cardio, Strength Training",9
Complete Core,Jonathan Horowitz,4.9,112,7:30 pm,45,Core Indoor Cycling,Jersey City,Cycling,4
Pilates-Burn,Charlie W Burns,4.7,426,7:30 pm,60,BurnStrong,,"Pilates, Strength Training",6
Tramp Stamp,Justine Rima,4.9,"9,891",7:30 pm,55,Jane DO,Hoboken,Strength Training,6
SWERVE RIDE,Kayley Watson,4.9,"37,008",7:30 pm,43,SWERVE Fitness,Midtown,"Cardio, Cycling",15
Lucent Yoga,Nami Soga,4.9,"4,179",7:30 pm,75,Lucent Yoga,Greenpoint,"Flexibility, Balance, Arms, Yoga",8
SLT â€“ All Levels,Cait Flood,4.9,264,7:30 pm,50,SLT,Hoboken,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Boxing",12
Crank Power (LIC),Pilar T,4.7,"2,946",7:30 pm,45,Crank Cycling Studio,Long Island City,"Cardio, Cycling",7
TRXFire,Nicole Baker,4.8,772,7:30 pm,55,Workout Factory,Long Island City,Strength Training,11
Core Interval,Lisa House,4.8,"5,134",7:30 pm,45,EPIC Interval Training,Midtown East,Strength Training,5
Open Flow,Emily Giovine,4.8,"10,534",7:30 pm,75,Bend & Bloom Yoga,Park Slope,"Flexibility, Balance, Arms, Yoga",5
GoT: The Mother of all rides - BYKBody,Danielle Katz,4.7,"10,267",7:30 pm,50,BYKlyn,Park Slope,,7
Zumba,Masae Taniguchi,5,8,7:30 pm,60,Dance Cat New York,,,5
The Ride,Shari G,4.7,"9,164",7:30 pm,45,Crunch Gym,Midtown,"Cardio, Cycling",6
Knockout Boxing,Danelle R,4.7,"9,164",7:30 pm,60,Crunch Gym,Midtown,"Cardio, Arms, Boxing",4
Stiletto Sweat,Anna Cuffari,4.6,"4,750",7:30 pm,60,Power Studios,Midtown East,,8
HITT L.A.B,Mike Montanez,5,"12,546",7:30 pm,60,Tabata Ultimate Fitness,Prospect Heights,Strength Training,6
TRXÂ® Diesel,Tristian F,4.7,"7,083",7:30 pm,45,Crunch Gym,Park Slope,,4
Exhale Barre+Cardio,Leah Hassett,4.8,"35,901",7:30 pm,60,exhale,Midtown,"Cardio, Flexibility, Balance, Core, Abs, Barre",11
Flywheel: Method 45,Richard Jarrett,4.8,"40,532",7:30 pm,45,Flywheel Sports: Stadium Cycling,Upper East Side,"Cardio, Cycling",14
TS Tone,Alejandro Terrazas,4.9,"7,140",7:30 pm,50,TS Fitness,Upper East Side,,9
Aahh PUSH IT,Ian Boyce,none,none,7:30 pm,60,K.S. J.A.M.M. Dance Troupe,,Strength Training,4
Meditation,Karthick Sudhan,4.7,28,7:30 pm,30,Sacred Souls Yoga Studio,Jersey City,,2
Pure Reform,Jessica Speer,4.8,"20,533",7:30 pm,50,Pure Barre,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",16
Samba,Priscilla,none,none,7:30 pm,60,Aspire 2 Dance,Bedford-Stuyvesant,"Strength Training, Boxing",4
Cardio Kickboxing,none,4.9,503,7:30 pm,50,Goshin-Ryu Martial Arts & Fitness Studio,Bushwick,"Cardio, Arms, Boxing",4
Beast with a DJ,Miriam,4.9,"8,385",7:30 pm,60,Beast Fitness Evolved,Park Slope,Strength Training,9
House,Jenny Oehlwein,4.8,"15,030",7:30 pm,45,Row House,Upper West Side,"Cardio, Arms, Core, Abs, Rowing, Boxing",9
Adult Capoeira,Mestra Edna Lima,none,none,7:30 pm,60,ABADÃÅ-Capoeira New York,Hell's Kitchen,Martial Arts,7
Flywheel: Method 45,Andres Quintero,4.8,"28,704",7:30 pm,45,Flywheel Sports: Stadium Cycling,Upper East Side,"Cardio, Cycling",15
Signature FHIX,Simon Lawson,4.9,"34,834",7:30 pm,50,The Fhitting Room,Upper East Side,Strength Training,16
Pilates mat,Madeline Mondrala,4.8,"3,795",7:30 pm,60,Loom Yoga Center,Bushwick,"Flexibility, Balance, Core, Abs, Pilates",9
Strong Flow,Nicholas Grubbs,4.8,"3,795",7:30 pm,75,Loom Yoga Center,Bushwick,"Flexibility, Balance, Arms, Yoga",12
CrossFit Fundamentals,Jake Dolak,4.8,548,7:30 pm,60,CrossFit NYC,Upper West Side,Strength Training,9
Flywheel: Method 45,Elissa Davila-Shiau,4.8,"44,744",7:30 pm,45,Flywheel Sports: Stadium Cycling,Upper West Side,"Cardio, Cycling",14
Cyc45,Hunter Foster,4.8,"43,062",7:30 pm,45,Cyc Fitness,Upper East Side,"Cardio, Cycling",9
TH 101: Core,Keith Lawrence,4.9,"16,581",7:30 pm,55,Tone House,Upper East Side,Strength Training,11
Zumba Burst,Zaidy Pena,4.7,80,7:30 pm,50,KZD Fitness,Bushwick,"Cardio, Flexibility, Balance, Dance",3
Phantoms (Adult Boxing),Certified Coaches,4.6,357,7:30 pm,60,Supreme Team Boxing,Long Island City,Boxing,6
Open Flow,Aaron Diamond,4.9,"1,632",7:30 pm,60,SOLID GOLD YOGI,Bushwick,"Flexibility, Balance, Arms, Yoga",6
Cardio Ballet Workout,Eliza Tollett,4.9,483,7:30 pm,60,The Ballet Spot,Upper West Side,"Cardio, Flexibility, Balance, Dance",7
Vinyasa Flow 2 w/ Music,Veronica Perretti,4.6,"6,535",7:30 pm,75,YogaWorks,Upper East Side,"Flexibility, Balance, Arms, Yoga",8
Exhale Barre,Nefertiti Thomas,4.8,"30,837",7:30 pm,45,exhale,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",11
Open align and flow,Krista Smithen,4.8,143,7:30 pm,75,unit 108 yoga,,"Flexibility, Balance, Arms, Yoga",5
Signature I,Sade Bully,4.8,"50,148",7:30 pm,60,Physique 57,Upper West Side,"Flexibility, Balance, Core, Abs, Strength Training, Barre",12
Adv Beg Tap,Shelby Kaufman,4.8,"14,499",7:30 pm,90,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",5
Flywheel: Method 45,Seth Maynard,4.8,"27,641",7:30 pm,45,Flywheel Sports: Stadium Cycling,Upper West Side,"Cardio, Cycling",14
CITYROW,Sarah Fink,4.8,"8,693",7:30 pm,50,CityRow,Upper East Side,,9
Abs and Glutes,Samantha Ortiz,4.9,"3,757",7:30 pm,45,Triple Threat Bootcamp,Prospect Lefferts Gardens,Strength Training,11
Kickboxing - The Basic 8,Michelle Berke,4.8,"5,390",7:30 pm,50,The Kickbox Haus NYC,Upper East Side,"Cardio, Arms, Boxing",12
Pilates All Levels,Betsy O'Neill,4.7,"2,939",7:30 pm,60,Regenerate 82,Upper East Side,"Flexibility, Balance, Core, Abs, Pilates",12
HIGH 45,Marni Wasserman,4.9,"4,620",7:30 pm,45,Mile High Run Club,Upper East Side,"Cardio, Running",11
ZUMBAÂ®,Guillermo R,4.7,"15,250",7:30 pm,45,Crunch Gym,Upper West Side,,3
Prenatal Yoga,Alessandra Russo,4.8,"13,233",7:30 pm,60,New York Yoga,Upper East Side,"Prenatal, Flexibility, Balance, Arms, Yoga",7
Vinyasa All Levels,Mariana Fernandez,4.8,"13,233",7:30 pm,60,New York Yoga,Upper East Side,"Flexibility, Balance, Arms, Yoga",8
Iyengar Level 1-2,Nil Akin,4.7,"4,894",7:30 pm,90,UWS Yoga and Wellness,Upper West Side,"Flexibility, Balance, Arms, Yoga",5
Pilates Mat All Levels,Melanie Giliati,4.8,"3,876",7:30 pm,45,Mud and Lotus Training Center NYC,Upper East Side,"Flexibility, Balance, Core, Abs, Pilates",9
Total Body HILIIT,Kimberly Stoeckley,4.8,"3,876",7:30 pm,45,Mud and Lotus Training Center NYC,Upper East Side,Strength Training,9
Crank Power,Yesenia David,4.7,"15,751",7:30 pm,45,Crank Cycling Studio,Upper East Side,"Cardio, Cycling, Strength Training",7
Slow Flow with Meditation,Mackenzie Gaudette,4.8,"1,133",7:30 pm,75,The Happie House,Astoria,,4
NCFIT 60,none,5,21,7:30 pm,60,CrossFit BQE,Brooklyn Heights,Strength Training,6
BollyX,Roslyn,4.4,461,7:30 pm,60,24 Hour Fitness,Flatbush - Ditmas Park,"Cardio, Flexibility, Balance, Dance",6
Boot Camp,Francesca Santangelo,4.8,"8,529",7:30 pm,45,Simply Fit Astoria,Astoria,Strength Training,8
Zumba,Talia Markowitz,4.8,"3,563",7:30 pm,60,Unlimited Body NY,Astoria,"Cardio, Flexibility, Balance, Dance",5
CrossFit,none,4.8,18,7:30 pm,60,CrossFit Secaucus,Secaucus,Strength Training,6
Boxing Techniques - Level 2,Reese Scott,5,777,7:30 pm,60,Women's World of Boxing,East Harlem,"Cardio, Arms, Boxing",7
BA Total Body,Jose Cordero,4.8,20,7:30 pm,60,Bad Ass Academy,Bay Ridge,Strength Training,8
BA Spin Sanity,Orlando Ortiz,4.8,20,7:30 pm,45,Bad Ass Academy,Bay Ridge,"Cardio, Cycling",8
Mat with Props - Harlem,Jessica Pallotti,4.8,572,7:30 pm,50,The Center Studio,Harlem,"Flexibility, Balance, Core, Abs, Pilates",9
Drop In & Sit,none,4.9,8,7:30 pm,60,Mindful Harlem,,Free,0
Striking,Nick Robyn,5,585,7:30 pm,60,Ginja Ninja Athletics,Astoria,Strength Training,4
Zumba,Reina Mendez,4.9,184,7:30 pm,60,Yoga In Bay Ridge,Bay Ridge,,4
Iaido: Siljun Dobup-Beginner,Sara Tunick,4.7,140,7:30 pm,60,Sword Class NYC,East Harlem,Martial Arts,8
Iaido:Siljun Dobup-Intermediate,Sara Tunick,4.7,140,7:30 pm,60,Sword Class NYC,East Harlem,Martial Arts,11
PELOTON RESERVATION,PELOTON .,4.6,345,7:30 pm,30,Vigorous Fitness Clubs,Middle Village,"Cardio, Cycling, Strength Training",4
Flow,Argentina R,4.7,"2,627",7:30 pm,60,Unity Yoga,Harlem,"Flexibility, Balance, Arms, Yoga",8
Combine,Alexus Gordon,4.9,10,7:30 pm,45,Goal Mine Health Club,Dongan Hills,Strength Training,4
Power Flow,Heather Flottman,4.9,10,7:30 pm,45,Goal Mine Health Club,Dongan Hills,"Flexibility, Balance, Arms, Yoga",3
CrossFit,Edgar Vicioso,5,158,7:30 pm,60,Crossfit Concrete Jungle,South Bronx,Strength Training,7
BLISSFLOW,Sarah Snider,4.9,"1,309",7:30 pm,60,SHAKTIBARRE,Harlem,"Flexibility, Balance, Arms, Yoga",8
Hip Hop - (45 mins),Jasmine O,4.9,"4,224",7:30 pm,45,Harlem Cycle,Harlem,"Cardio, Cycling",6
Yoga- All Level,Mei Sei Fong,4.7,"1,929",7:30 pm,75,Zen and Yoga,Forest Hills,"Flexibility, Balance, Arms, Yoga",3
CrossFit WOD,none,5,9,7:30 pm,60,Crossfit Coney Island,,,6
Zumba,Francisco,4.3,16,7:30 pm,60,Results Training,Rutherford,"Cardio, Flexibility, Balance, Dance",1
Daily Ultimate Training w/ TRX,Lance,4.9,149,7:30 pm,60,UFC GYM,East Rutherford,"Balance, Strength Training",3
Zumba,Crystal,4.3,29,7:30 pm,60,Above All Fitness Fort Lee,Englewood,"Cardio, Flexibility, Balance, Dance",1
Vinyasa Yoga,Haley Meredith,4.7,87,7:30 pm,60,Bodhi Fitness Center Inc.,,"Flexibility, Balance, Arms, Yoga",4
Bootcamps,none,4.9,8,7:30 pm,30,Fittletica,,Strength Training,12
Vixen Workout,none,none,none,7:30 pm,60,Vixen Workout With Nati,,Dance,1
Zumba,none,3.6,9,7:30 pm,60,NS Workouts,Flushing,,1
Hatha Flow,Carolina Lindoff,4.9,"1,318",7:30 pm,90,Bread and Yoga,Inwood,"Flexibility, Balance, Arms, Yoga",8
Body Sculpting,none,4.8,17,7:30 pm,50,The Fit Employee,Midland Beach,Strength Training,3
All Level WOD,none,5,37,7:30 pm,60,CrossFit 192,,Strength Training,3
Urban Dance Class - Beginners,none,none,none,7:30 pm,60,The Hive Dance Studio,,"Cardio, Flexibility, Balance, Dance",2
CrossFit,none,none,none,7:30 pm,60,Iron Reign CrossFit,Lodi,Strength Training,3
Open,Rose Sapiashvili,4.8,428,7:30 pm,75,BambooMoves Yoga,Englewood,"Flexibility, Balance, Arms, Yoga",3
Lift Box Cardio,John Storch,5,104,7:30 pm,50,LBC Underground,Bayside,Boxing,4
Fusion (75 Min),Dante Sterling,4.9,"1,069",7:30 pm,75,Zura,Montclair,"Flexibility, Balance, Arms, Yoga",3
Yin Yoga,Aarti Mallya,4.9,"1,069",7:30 pm,75,Zura,Montclair,"Flexibility, Balance, Arms, Yoga",3
Warm Flow,Kristen Brunello,4.9,33,7:30 pm,60,The Yoga Ground,West Orange,"Flexibility, Balance, Arms, Yoga",3
Sexy Heels (Adult),Ashley Hernandez,4.8,33,7:30 pm,45,Hit The Barre,Montclair,,12
Warm Powerflow Basics,Kate Corallo,4.9,"1,547",7:30 pm,75,Powerflow Yoga,Clifton,"Flexibility, Balance, Arms, Yoga",5
Dance Movement,none,none,none,7:30 pm,60,Dehya Yoga Studios,,Dance,4
Warrior Goddess Body Box,Sonya Jones,none,none,7:30 pm,60,Warrior Goddess Fitness,Elmsford,"Cardio, Arms, Strength Training, Boxing",4
Open Vinyasa - Hot,Sumaya Villanueva,4.7,654,7:30 pm,60,Baker Street Yoga,Maplewood,"Flexibility, Balance, Arms, Yoga",3
antigravity aerial fitness (16 yrs old min) Beginners Welcome!,Tracey Wishik,4.8,612,7:30 pm,60,Coolhotyoga,Cresskill,"Cardio, Flexibility, Balance, Yoga, Strength Training, Dance",4
Strength Training,Joey Olivo,4.9,7,7:30 pm,60,Legacy Strength,Floral Park,Strength Training,5
Krav Maga - All Levels,none,5,13,7:30 pm,60,Rock Solid Krav Maga,Little Falls,Martial Arts,6
Warm Vinyasa Yoga,Sheila Donnelly,4.6,102,7:30 pm,60,Evolve Fitness Studio,Millburn,,6
Total Body Conditioning (TBC),Santiago Valdez,4.7,140,7:30 pm,60,Viva Z Club,Springfield Township,Strength Training,4
"Box, Kick, Flow",Martesse Gilliam,none,none,7:30 pm,60,OneNest Yoga,Woodbridge,"Cardio, Flexibility, Balance, Arms, Yoga, Boxing",4
Zumba,Anna Alon,4.7,15,7:30 pm,60,FITnaholics Unanimous,Fair Lawn,"Cardio, Flexibility, Balance, Dance",2
POWER Pull,Danielle Bejian,4.6,55,7:30 pm,45,FIT36,Livingston,"Arms, Strength Training",4
Pure Barre,Daniella Hekmati,4.8,974,7:30 pm,50,Pure Barre,Manhasset,"Flexibility, Balance, Core, Abs, Barre",4
Pure Barre,Nicole Scambia,4.7,"1,029",7:30 pm,50,Pure Barre,Bronxville,"Flexibility, Balance, Core, Abs, Barre",6
Kickboxing/Bell,none,5,34,7:30 pm,45,BC Kickboxing and Fitness,Elmont,"Cardio, Arms, Boxing",5
I Want My Body Back!,Shawn Powell,4.8,624,7:30 pm,60,Dimensional Training Studios,Garden City,Strength Training,5
Self Defense/Pekite Tirsia Kali/Jiuâ€”Jitsu,none,none,none,7:30 pm,75,Faustini's Institute of Martial Arts and FIMA Fitness,Emerson,Martial Arts,4
GROUP CLASS - ADULTS,MICHAEL CORLEONE,none,none,7:30 pm,60,KAYO Boxing,,"Strength Training, Boxing",2
Cycle,Danielle Glickman,4.8,694,7:30 pm,50,Sweat Glen Rock,Glen Rock,"Cardio, Flexibility, Balance, Cycling, Dance",5
Yoga Flow,none,4.7,302,7:30 pm,60,Equalize Fitness,Yonkers,"Flexibility, Balance, Arms, Yoga",3
Warm Yoga Tune Up with Therapy Balls and Yin,Ilene Pellecchia,4.8,"1,297",7:30 pm,90,Powerflow Yoga,Glen Rock,"Flexibility, Balance, Arms, Yoga",4
Group Fitness Class,none,4.9,6,7:30 pm,45,CMA Fitness,Roseland,Strength Training,4
Bikram Express (60 min),Maura Duignan,4.7,843,7:30 pm,60,Balance Yoga & Wellness,Larchmont,"Flexibility, Balance, Arms, Yoga",4
SLT â€“ All Levels,Danielle Leone,4.8,54,7:30 pm,50,SLT,Roslyn,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Boxing",11
Rebel HIIT,Yoga Rebel,4.9,663,7:30 pm,60,Yoga Rebels,Bronxville,"Cardio, Strength Training",6
Dad Bod,none,4.6,23,7:30 pm,60,JNA Fitness,,,4
Vinyasa Yoga,Carol Iovino,4.7,20,7:30 pm,60,Fitness Figures,Mineola,"Flexibility, Balance, Arms, Yoga",3
CKO Kickboxing,none,4.8,34,7:30 pm,60,CKO Kickboxing,Yonkers,"Cardio, Arms, Boxing",4
Open Level Lotus Flow,Marely Lornitel,4.8,119,7:30 pm,75,Love Integration Yoga,Long Branch,"Flexibility, Balance, Arms, Yoga",3
Pure Barre (50 Mins),Laura Mueller,4.9,"1,065",7:30 pm,50,Pure Barre,Oceanside,,4
Hot Powerflow Vinyasa,Heart Maher,4.7,"1,321",7:30 pm,75,Powerflow Yoga,Chatham,"Flexibility, Balance, Arms, Yoga",5
Beginner Reformer,Gail Dipalma,4.8,50,7:30 pm,50,Art of Pilates LI,Roslyn,"Flexibility, Balance, Core, Abs, Pilates",5
Endurance,none,4.9,54,7:30 pm,45,Walk2fit,Scarsdale,,7
Therapeutic Vinyasa (Level 2/3),Danicia Ambron,4.9,396,7:30 pm,75,Tovami Yoga,Mamaroneck,,4
YogaSpark,Andre Madlangbayan,4.8,"1,245",7:30 pm,60,YogaSpark - Westchester,Mamaroneck,"Flexibility, Balance, Arms, Yoga",7
B3 x TomÃ¡s,Tomas Rodgers,4.9,"40,061",7:35 pm,50,NYSC Lab (featuring BFX),Chelsea,Strength Training,10
"PlushFit Circuit Training : Upper Body, Lower Body & Everything in Between",Xavior Qvistgaard,4.7,"2,441",7:35 pm,55,Plush Fitness,NoMad,Strength Training,7
STRIPPER STRENGTH: Sexy Samba,Orisha L,4.8,29,7:35 pm,50,StripXpertease,Garment District,,7
Competitive Technique,none,4.9,12,7:40 pm,45,Dance With Me USA,Tribeca,,6
BAGSxBEATS,Mindy Lai,4.8,"31,810",7:40 pm,50,EverybodyFights,Midtown East,"Cardio, Arms, Boxing",9
Burlesque,none,4.9,14,7:40 pm,45,Dance With Me USA,Fort Lee,,4
Group Training,Julio Mercado,4.5,22,7:40 pm,45,NJ Fitness Factory,,Strength Training,3
Dance Fitness,Misha,5,6,7:40 pm,45,Dance With Me Studios,Glen Rock,"Cardio, Flexibility, Balance, Dance",4
Full Body- (miguel),Sara Rosenberg- Assistant Studio Manager,4.9,"2,197",7:40 pm,50,[solidcore],Roslyn,"Pilates, Strength Training",10
Vinyasa Flow 2,Susanna Harwood Rubin,4.6,"10,944",7:45 pm,60,YogaWorks,SoHo,"Flexibility, Balance, Arms, Yoga",8
Yoga Nidra,Lydia Neubauer,4.8,"17,354",7:45 pm,60,SKY TING,Tribeca,"Flexibility, Balance, Arms, Yoga",6
BigToe Flow,Corinne Krupp,4.8,"2,378",7:45 pm,60,BigToe Yoga,SoHo,"Flexibility, Balance, Arms, Yoga",4
Switch Playground Class,Lauren Kiedinger,4.9,"36,128",7:45 pm,60,Switch Playground USA,SoHo,"Strength Training, Rowing",9
Boxing (All Levels),Evan 'Sofrito ' Zoughy,4.8,"6,525",7:45 pm,55,WORK TRAIN FIGHT,NoHo,Boxing,8
Overthrow Underground Boxing,Julian D.,4.8,"46,572",7:45 pm,45,Overthrow Boxing Club,NoHo,"Cardio, Arms, Boxing",9
Candlelit Flow,Natasa Babic,4.7,"9,474",7:45 pm,75,Sacred Sounds Yoga,Greenwich Village,"Flexibility, Balance, Arms, Yoga",5
AXLE: Loaded,Grace S,4.8,"12,957",7:45 pm,45,Crunch Gym,NoHo,Strength Training,5
Beginners Led (Ashtanga Yoga Standing Series),Alex Schatzberg .,4.8,"1,775",7:45 pm,45,New Vibe Yoga,NoHo,"Flexibility, Balance, Arms, Yoga",5
"Candlelit Yin, Restore + Meditate",Jennifer Chang,4.7,"7,172",7:45 pm,75,ISHTA Yoga,Greenwich Village,"Relaxation, Flexibility, Balance, Arms, Meditation, Yoga",8
Kundalini Yoga + Sound Healing,Jarrod Byrne Mayer,4.8,630,7:45 pm,75,Illumina East,East Village,"Flexibility, Balance, Arms, Yoga",6
Flow + Let Go,Jason Olson,4.8,"26,688",7:45 pm,65,Yoga Vida,Greenwich Village,"Flexibility, Balance, Arms, Yoga",10
BJJ No-Gi,none,5,37,7:45 pm,60,Team Fabio Clemente Brazilian Jiu-Jitsu,Gramercy Park,Martial Arts,10
Core Blast,Nina Marchione,4.7,"4,087",7:45 pm,30,FitHouse,Union Square,"Core, Strength Training",7
BLISSFLOW,Alice Buchanan,4.9,354,7:45 pm,60,SHAKTIBARRE,DUMBO,"Flexibility, Balance, Arms, Yoga",8
FHITpit FHIX,Ben Lauder-Dykes,4.9,"36,703",7:45 pm,50,The Fhitting Room,Flatiron,"Pilates, Strength Training",18
